float_val,fixed_val,float_sine,fixed_sine,scaled_float,fixed_err
1.950743,20347,0.928685,30424,30431,7.136719
1.950838,20348,0.928649,30424,30430,5.968750
1.950934,20349,0.928613,30424,30429,4.804688
1.951030,20350,0.928578,30424,30428,3.638672
1.951126,20351,0.928542,30424,30426,2.472656
1.951222,20352,0.928507,30349,30425,76.304688
1.951318,20353,0.928471,30349,30424,75.140625
1.951414,20354,0.928435,30349,30423,73.972656
1.951510,20355,0.928400,30349,30422,72.804688
1.951605,20356,0.928364,30349,30421,71.638672
1.951701,20357,0.928329,30349,30419,70.468750
1.951797,20358,0.928293,30349,30418,69.300781
1.951893,20359,0.928257,30349,30417,68.132813
1.951989,20360,0.928222,30349,30416,66.964844
1.952085,20361,0.928186,30349,30415,65.794922
1.952181,20362,0.928150,30349,30414,64.626953
1.952277,20363,0.928115,30349,30412,63.458984
1.952372,20364,0.928079,30349,30411,62.289063
1.952468,20365,0.928043,30349,30410,61.117188
1.952564,20366,0.928007,30349,30409,59.947266
1.952660,20367,0.927972,30349,30408,58.777344
1.952756,20368,0.927936,30349,30407,57.605469
1.952852,20369,0.927900,30349,30405,56.433594
1.952948,20370,0.927864,30349,30404,55.263672
1.953044,20371,0.927829,30349,30403,54.091797
1.953139,20372,0.927793,30349,30402,52.921875
1.953235,20373,0.927757,30349,30401,51.746094
1.953331,20374,0.927721,30349,30400,50.574219
1.953427,20375,0.927686,30349,30398,49.402344
1.953523,20376,0.927650,30349,30397,48.230469
1.953619,20377,0.927614,30349,30396,47.054688
1.953715,20378,0.927578,30349,30395,45.882813
1.953811,20379,0.927542,30349,30394,44.708984
1.953906,20380,0.927507,30349,30393,43.535156
1.954002,20381,0.927471,30349,30391,42.359375
1.954098,20382,0.927435,30349,30390,41.183594
1.954194,20383,0.927399,30349,30389,40.009766
1.954290,20384,0.927363,30349,30388,38.833984
1.954386,20385,0.927327,30349,30387,37.658203
1.954482,20386,0.927291,30349,30385,36.482422
1.954578,20387,0.927255,30349,30384,35.306641
1.954673,20388,0.927220,30349,30383,34.130859
1.954769,20389,0.927184,30349,30382,32.953125
1.954865,20390,0.927148,30349,30381,31.775391
1.954961,20391,0.927112,30349,30380,30.599609
1.955057,20392,0.927076,30349,30378,29.421875
1.955153,20393,0.927040,30349,30377,28.242188
1.955249,20394,0.927004,30349,30376,27.066406
1.955345,20395,0.926968,30349,30375,25.886719
1.955440,20396,0.926932,30349,30374,24.710938
1.955536,20397,0.926896,30349,30373,23.531250
1.955632,20398,0.926860,30349,30371,22.349609
1.955728,20399,0.926824,30349,30370,21.171875
1.955824,20400,0.926788,30349,30369,19.992188
1.955920,20401,0.926752,30349,30368,18.812500
1.956016,20402,0.926716,30349,30367,17.628906
1.956112,20403,0.926680,30349,30365,16.449219
1.956207,20404,0.926644,30349,30364,15.269531
1.956303,20405,0.926608,30349,30363,14.089844
1.956399,20406,0.926572,30349,30362,12.906250
1.956495,20407,0.926536,30349,30361,11.724609
1.956591,20408,0.926500,30349,30360,10.542969
1.956687,20409,0.926464,30349,30358,9.361328
1.956783,20410,0.926428,30349,30357,8.179688
1.956879,20411,0.926391,30349,30356,6.996094
1.956974,20412,0.926355,30349,30355,5.812500
1.957070,20413,0.926319,30349,30354,4.628906
1.957166,20414,0.926283,30349,30352,3.443359
1.957262,20415,0.926247,30349,30351,2.261719
1.957358,20416,0.926211,30272,30350,78.078125
1.957454,20417,0.926175,30272,30349,76.892578
1.957550,20418,0.926139,30272,30348,75.707031
1.957646,20419,0.926102,30272,30347,74.523438
1.957741,20420,0.926066,30272,30345,73.335938
1.957837,20421,0.926030,30272,30344,72.152344
1.957933,20422,0.925994,30272,30343,70.964844
1.958029,20423,0.925958,30272,30342,69.779297
1.958125,20424,0.925921,30272,30341,68.593750
1.958221,20425,0.925885,30272,30339,67.406250
1.958317,20426,0.925849,30272,30338,66.218750
1.958413,20427,0.925813,30272,30337,65.031250
1.958508,20428,0.925776,30272,30336,63.843750
1.958604,20429,0.925740,30272,30335,62.656250
1.958700,20430,0.925704,30272,30333,61.466797
1.958796,20431,0.925668,30272,30332,60.279297
1.958892,20432,0.925631,30272,30331,59.089844
1.958988,20433,0.925595,30272,30330,57.902344
1.959084,20434,0.925559,30272,30329,56.710938
1.959180,20435,0.925523,30272,30328,55.523438
1.959275,20436,0.925486,30272,30326,54.332031
1.959371,20437,0.925450,30272,30325,53.142578
1.959467,20438,0.925414,30272,30324,51.953125
1.959563,20439,0.925377,30272,30323,50.761719
1.959659,20440,0.925341,30272,30322,49.570313
1.959755,20441,0.925305,30272,30320,48.378906
1.959851,20442,0.925268,30272,30319,47.187500
1.959947,20443,0.925232,30272,30318,45.996094
1.960042,20444,0.925195,30272,30317,44.804688
1.960138,20445,0.925159,30272,30316,43.613281
1.960234,20446,0.925123,30272,30314,42.417969
1.960330,20447,0.925086,30272,30313,41.226563
1.960426,20448,0.925050,30272,30312,40.033203
1.960522,20449,0.925013,30272,30311,38.839844
1.960618,20450,0.924977,30272,30310,37.644531
1.960714,20451,0.924941,30272,30308,36.453125
1.960809,20452,0.924904,30272,30307,35.257813
1.960905,20453,0.924868,30272,30306,34.062500
1.961001,20454,0.924831,30272,30305,32.867188
1.961097,20455,0.924795,30272,30304,31.671875
1.961193,20456,0.924758,30272,30302,30.476563
1.961289,20457,0.924722,30272,30301,29.281250
1.961385,20458,0.924685,30272,30300,28.085938
1.961480,20459,0.924649,30272,30299,26.888672
1.961576,20460,0.924612,30272,30298,25.693359
1.961672,20461,0.924576,30272,30296,24.496094
1.961768,20462,0.924539,30272,30295,23.298828
1.961864,20463,0.924503,30272,30294,22.101563
1.961960,20464,0.924466,30272,30293,20.904297
1.962056,20465,0.924430,30272,30292,19.707031
1.962152,20466,0.924393,30272,30291,18.507813
1.962247,20467,0.924356,30272,30289,17.308594
1.962343,20468,0.924320,30272,30288,16.109375
1.962439,20469,0.924283,30272,30287,14.912109
1.962535,20470,0.924247,30272,30286,13.710938
1.962631,20471,0.924210,30272,30285,12.511719
1.962727,20472,0.924173,30272,30283,11.312500
1.962823,20473,0.924137,30272,30282,10.113281
1.962919,20474,0.924100,30272,30281,8.910156
1.963014,20475,0.924063,30272,30280,7.710938
1.963110,20476,0.924027,30272,30279,6.511719
1.963206,20477,0.923990,30272,30277,5.310547
1.963302,20478,0.923953,30272,30276,4.107422
1.963398,20479,0.923917,30272,30275,2.906250
1.963494,20480,0.923880,30195,30274,78.703125
1.963590,20481,0.923844,30195,30273,77.503906
1.963686,20482,0.923807,30195,30271,76.300781
1.963781,20483,0.923770,30195,30270,75.095703
1.963877,20484,0.923733,30195,30269,73.894531
1.963973,20485,0.923697,30195,30268,72.691406
1.964069,20486,0.923660,30195,30266,71.486328
1.964165,20487,0.923623,30195,30265,70.281250
1.964261,20488,0.923586,30195,30264,69.078125
1.964357,20489,0.923550,30195,30263,67.873047
1.964453,20490,0.923513,30195,30262,66.667969
1.964548,20491,0.923476,30195,30260,65.462891
1.964644,20492,0.923439,30195,30259,64.257813
1.964740,20493,0.923402,30195,30258,63.050781
1.964836,20494,0.923366,30195,30257,61.847656
1.964932,20495,0.923329,30195,30256,60.640625
1.965028,20496,0.923292,30195,30254,59.433594
1.965124,20497,0.923255,30195,30253,58.226563
1.965219,20498,0.923218,30195,30252,57.019531
1.965315,20499,0.923181,30195,30251,55.810547
1.965411,20500,0.923145,30195,30250,54.603516
1.965507,20501,0.923108,30195,30248,53.396484
1.965603,20502,0.923071,30195,30247,52.187500
1.965699,20503,0.923034,30195,30246,50.978516
1.965795,20504,0.922997,30195,30245,49.769531
1.965891,20505,0.922960,30195,30244,48.562500
1.965986,20506,0.922923,30195,30242,47.351563
1.966082,20507,0.922886,30195,30241,46.142578
1.966178,20508,0.922850,30195,30240,44.933594
1.966274,20509,0.922813,30195,30239,43.722656
1.966370,20510,0.922776,30195,30238,42.511719
1.966466,20511,0.922739,30195,30236,41.300781
1.966562,20512,0.922702,30195,30235,40.089844
1.966658,20513,0.922665,30195,30234,38.878906
1.966753,20514,0.922628,30195,30233,37.667969
1.966849,20515,0.922591,30195,30231,36.455078
1.966945,20516,0.922554,30195,30230,35.242188
1.967041,20517,0.922517,30195,30229,34.031250
1.967137,20518,0.922480,30195,30228,32.820313
1.967233,20519,0.922443,30195,30227,31.605469
1.967329,20520,0.922406,30195,30225,30.392578
1.967425,20521,0.922369,30195,30224,29.179688
1.967520,20522,0.922332,30195,30223,27.964844
1.967616,20523,0.922295,30195,30222,26.750000
1.967712,20524,0.922258,30195,30221,25.535156
1.967808,20525,0.922221,30195,30219,24.322266
1.967904,20526,0.922184,30195,30218,23.109375
1.968000,20527,0.922146,30195,30217,21.890625
1.968096,20528,0.922109,30195,30216,20.675781
1.968192,20529,0.922072,30195,30214,19.460938
1.968287,20530,0.922035,30195,30213,18.246094
1.968383,20531,0.921998,30195,30212,17.027344
1.968479,20532,0.921961,30195,30211,15.812500
1.968575,20533,0.921924,30195,30210,14.595703
1.968671,20534,0.921887,30195,30208,13.378906
1.968767,20535,0.921849,30195,30207,12.160156
1.968863,20536,0.921812,30195,30206,10.943359
1.968959,20537,0.921775,30195,30205,9.726563
1.969054,20538,0.921738,30195,30204,8.507813
1.969150,20539,0.921701,30195,30202,7.289063
1.969246,20540,0.921664,30195,30201,6.070313
1.969342,20541,0.921626,30195,30200,4.851563
1.969438,20542,0.921589,30195,30199,3.632813
1.969534,20543,0.921552,30195,30197,2.410156
1.969630,20544,0.921515,30116,30196,80.191406
1.969726,20545,0.921477,30116,30195,78.972656
1.969821,20546,0.921440,30116,30194,77.751953
1.969917,20547,0.921403,30116,30193,76.531250
1.970013,20548,0.921366,30116,30191,75.308594
1.970109,20549,0.921328,30116,30190,74.089844
1.970205,20550,0.921291,30116,30189,72.867188
1.970301,20551,0.921254,30116,30188,71.644531
1.970397,20552,0.921216,30116,30186,70.421875
1.970493,20553,0.921179,30116,30185,69.201172
1.970588,20554,0.921142,30116,30184,67.978516
1.970684,20555,0.921105,30116,30183,66.753906
1.970780,20556,0.921067,30116,30182,65.531250
1.970876,20557,0.921030,30116,30180,64.308594
1.970972,20558,0.920993,30116,30179,63.085938
1.971068,20559,0.920955,30116,30178,61.859375
1.971164,20560,0.920918,30116,30177,60.636719
1.971260,20561,0.920880,30116,30175,59.412109
1.971355,20562,0.920843,30116,30174,58.187500
1.971451,20563,0.920806,30116,30173,56.960938
1.971547,20564,0.920768,30116,30172,55.736328
1.971643,20565,0.920731,30116,30171,54.509766
1.971739,20566,0.920694,30116,30169,53.285156
1.971835,20567,0.920656,30116,30168,52.058594
1.971931,20568,0.920619,30116,30167,50.832031
1.972027,20569,0.920581,30116,30166,49.605469
1.972122,20570,0.920544,30116,30164,48.378906
1.972218,20571,0.920506,30116,30163,47.152344
1.972314,20572,0.920469,30116,30162,45.921875
1.972410,20573,0.920431,30116,30161,44.695313
1.972506,20574,0.920394,30116,30159,43.466797
1.972602,20575,0.920356,30116,30158,42.238281
1.972698,20576,0.920319,30116,30157,41.009766
1.972794,20577,0.920281,30116,30156,39.781250
1.972889,20578,0.920244,30116,30155,38.550781
1.972985,20579,0.920206,30116,30153,37.322266
1.973081,20580,0.920169,30116,30152,36.089844
1.973177,20581,0.920131,30116,30151,34.861328
1.973273,20582,0.920094,30116,30150,33.630859
1.973369,20583,0.920056,30116,30148,32.402344
1.973465,20584,0.920019,30116,30147,31.167969
1.973561,20585,0.919981,30116,30146,29.939453
1.973656,20586,0.919943,30116,30145,28.707031
1.973752,20587,0.919906,30116,30143,27.476563
1.973848,20588,0.919868,30116,30142,26.242188
1.973944,20589,0.919831,30116,30141,25.009766
1.974040,20590,0.919793,30116,30140,23.777344
1.974136,20591,0.919755,30116,30139,22.544922
1.974232,20592,0.919718,30116,30137,21.312500
1.974328,20593,0.919680,30116,30136,20.078125
1.974423,20594,0.919643,30116,30135,18.845703
1.974519,20595,0.919605,30116,30134,17.611328
1.974615,20596,0.919567,30116,30132,16.375000
1.974711,20597,0.919529,30116,30131,15.140625
1.974807,20598,0.919492,30116,30130,13.906250
1.974903,20599,0.919454,30116,30129,12.671875
1.974999,20600,0.919416,30116,30127,11.437500
1.975095,20601,0.919379,30116,30126,10.201172
1.975190,20602,0.919341,30116,30125,8.964844
1.975286,20603,0.919303,30116,30124,7.728516
1.975382,20604,0.919266,30116,30122,6.492188
1.975478,20605,0.919228,30116,30121,5.255859
1.975574,20606,0.919190,30116,30120,4.019531
1.975670,20607,0.919152,30116,30119,2.781250
1.975766,20608,0.919114,30036,30118,81.542969
1.975862,20609,0.919077,30036,30116,80.304688
1.975957,20610,0.919039,30036,30115,79.066406
1.976053,20611,0.919001,30036,30114,77.830078
1.976149,20612,0.918963,30036,30113,76.589844
1.976245,20613,0.918926,30036,30111,75.351563
1.976341,20614,0.918888,30036,30110,74.113281
1.976437,20615,0.918850,30036,30109,72.871094
1.976533,20616,0.918812,30036,30108,71.630859
1.976629,20617,0.918774,30036,30106,70.392578
1.976724,20618,0.918736,30036,30105,69.152344
1.976820,20619,0.918698,30036,30104,67.912109
1.976916,20620,0.918661,30036,30103,66.669922
1.977012,20621,0.918623,30036,30101,65.429688
1.977108,20622,0.918585,30036,30100,64.187500
1.977204,20623,0.918547,30036,30099,62.945313
1.977300,20624,0.918509,30036,30098,61.703125
1.977396,20625,0.918471,30036,30096,60.460938
1.977491,20626,0.918433,30036,30095,59.218750
1.977587,20627,0.918395,30036,30094,57.976563
1.977683,20628,0.918357,30036,30093,56.732422
1.977779,20629,0.918319,30036,30091,55.488281
1.977875,20630,0.918281,30036,30090,54.246094
1.977971,20631,0.918243,30036,30089,53.001953
1.978067,20632,0.918205,30036,30088,51.755859
1.978163,20633,0.918167,30036,30087,50.511719
1.978258,20634,0.918130,30036,30085,49.267578
1.978354,20635,0.918092,30036,30084,48.023438
1.978450,20636,0.918053,30036,30083,46.775391
1.978546,20637,0.918015,30036,30082,45.531250
1.978642,20638,0.917977,30036,30080,44.285156
1.978738,20639,0.917939,30036,30079,43.041016
1.978834,20640,0.917901,30036,30078,41.792969
1.978930,20641,0.917863,30036,30077,40.546875
1.979025,20642,0.917825,30036,30075,39.298828
1.979121,20643,0.917787,30036,30074,38.052734
1.979217,20644,0.917749,30036,30073,36.804688
1.979313,20645,0.917711,30036,30072,35.556641
1.979409,20646,0.917673,30036,30070,34.308594
1.979505,20647,0.917635,30036,30069,33.060547
1.979601,20648,0.917597,30036,30068,31.810547
1.979697,20649,0.917559,30036,30067,30.562500
1.979792,20650,0.917521,30036,30065,29.312500
1.979888,20651,0.917482,30036,30064,28.064453
1.979984,20652,0.917444,30036,30063,26.814453
1.980080,20653,0.917406,30036,30062,25.562500
1.980176,20654,0.917368,30036,30060,24.312500
1.980272,20655,0.917330,30036,30059,23.064453
1.980368,20656,0.917292,30036,30058,21.812500
1.980464,20657,0.917253,30036,30057,20.560547
1.980559,20658,0.917215,30036,30055,19.308594
1.980655,20659,0.917177,30036,30054,18.058594
1.980751,20660,0.917139,30036,30053,16.806641
1.980847,20661,0.917101,30036,30052,15.552734
1.980943,20662,0.917062,30036,30050,14.300781
1.981039,20663,0.917024,30036,30049,13.048828
1.981135,20664,0.916986,30036,30048,11.796875
1.981230,20665,0.916948,30036,30047,10.541016
1.981326,20666,0.916909,30036,30045,9.289063
1.981422,20667,0.916871,30036,30044,8.035156
1.981518,20668,0.916833,30036,30043,6.779297
1.981614,20669,0.916795,30036,30042,5.525391
1.981710,20670,0.916756,30036,30040,4.269531
1.981806,20671,0.916718,30036,30039,3.015625
1.981902,20672,0.916680,29955,30038,82.761719
1.981997,20673,0.916641,29955,30037,81.503906
1.982093,20674,0.916603,29955,30035,80.250000
1.982189,20675,0.916565,29955,30034,78.992188
1.982285,20676,0.916526,29955,30033,77.736328
1.982381,20677,0.916488,29955,30031,76.478516
1.982477,20678,0.916450,29955,30030,75.222656
1.982573,20679,0.916411,29955,30029,73.964844
1.982669,20680,0.916373,29955,30028,72.707031
1.982764,20681,0.916335,29955,30026,71.449219
1.982860,20682,0.916296,29955,30025,70.191406
1.982956,20683,0.916258,29955,30024,68.933594
1.983052,20684,0.916219,29955,30023,67.675781
1.983148,20685,0.916181,29955,30021,66.416016
1.983244,20686,0.916142,29955,30020,65.156250
1.983340,20687,0.916104,29955,30019,63.898438
1.983436,20688,0.916066,29955,30018,62.638672
1.983531,20689,0.916027,29955,30016,61.378906
1.983627,20690,0.915989,29955,30015,60.117188
1.983723,20691,0.915950,29955,30014,58.857422
1.983819,20692,0.915912,29955,30013,57.595703
1.983915,20693,0.915873,29955,30011,56.333984
1.984011,20694,0.915835,29955,30010,55.074219
1.984107,20695,0.915796,29955,30009,53.812500
1.984203,20696,0.915758,29955,30008,52.550781
1.984298,20697,0.915719,29955,30006,51.287109
1.984394,20698,0.915681,29955,30005,50.025391
1.984490,20699,0.915642,29955,30004,48.761719
1.984586,20700,0.915604,29955,30003,47.500000
1.984682,20701,0.915565,29955,30001,46.234375
1.984778,20702,0.915527,29955,30000,44.972656
1.984874,20703,0.915488,29955,29999,43.708984
1.984969,20704,0.915449,29955,29997,42.445313
1.985065,20705,0.915411,29955,29996,41.179688
1.985161,20706,0.915372,29955,29995,39.914063
1.985257,20707,0.915334,29955,29994,38.652344
1.985353,20708,0.915295,29955,29992,37.384766
1.985449,20709,0.915256,29955,29991,36.119141
1.985545,20710,0.915218,29955,29990,34.853516
1.985641,20711,0.915179,29955,29989,33.587891
1.985736,20712,0.915140,29955,29987,32.322266
1.985832,20713,0.915102,29955,29986,31.054688
1.985928,20714,0.915063,29955,29985,29.787109
1.986024,20715,0.915024,29955,29984,28.519531
1.986120,20716,0.914986,29955,29982,27.253906
1.986216,20717,0.914947,29955,29981,25.984375
1.986312,20718,0.914908,29955,29980,24.718750
1.986408,20719,0.914870,29955,29978,23.449219
1.986503,20720,0.914831,29955,29977,22.181641
1.986599,20721,0.914792,29955,29976,20.910156
1.986695,20722,0.914753,29955,29975,19.642578
1.986791,20723,0.914715,29955,29973,18.375000
1.986887,20724,0.914676,29955,29972,17.103516
1.986983,20725,0.914637,29955,29971,15.832031
1.987079,20726,0.914598,29955,29970,14.562500
1.987175,20727,0.914560,29955,29968,13.292969
1.987270,20728,0.914521,29955,29967,12.023438
1.987366,20729,0.914482,29955,29966,10.750000
1.987462,20730,0.914443,29955,29964,9.478516
1.987558,20731,0.914405,29955,29963,8.208984
1.987654,20732,0.914366,29955,29962,6.937500
1.987750,20733,0.914327,29955,29961,5.664063
1.987846,20734,0.914288,29955,29959,4.390625
1.987942,20735,0.914249,29955,29958,3.119141
1.988037,20736,0.914210,29873,29957,83.847656
1.988133,20737,0.914172,29873,29956,82.574219
1.988229,20738,0.914133,29873,29954,81.298828
1.988325,20739,0.914094,29873,29953,80.027344
1.988421,20740,0.914055,29873,29952,78.751953
1.988517,20741,0.914016,29873,29950,77.478516
1.988613,20742,0.913977,29873,29949,76.203125
1.988709,20743,0.913938,29873,29948,74.929688
1.988804,20744,0.913899,29873,29947,73.652344
1.988900,20745,0.913860,29873,29945,72.378906
1.988996,20746,0.913821,29873,29944,71.101563
1.989092,20747,0.913783,29873,29943,69.826172
1.989188,20748,0.913744,29873,29942,68.550781
1.989284,20749,0.913705,29873,29940,67.273438
1.989380,20750,0.913666,29873,29939,65.996094
1.989476,20751,0.913627,29873,29938,64.718750
1.989571,20752,0.913588,29873,29936,63.441406
1.989667,20753,0.913549,29873,29935,62.164063
1.989763,20754,0.913510,29873,29934,60.886719
1.989859,20755,0.913471,29873,29933,59.609375
1.989955,20756,0.913432,29873,29931,58.328125
1.990051,20757,0.913393,29873,29930,57.050781
1.990147,20758,0.913354,29873,29929,55.771484
1.990243,20759,0.913315,29873,29927,54.492188
1.990338,20760,0.913276,29873,29926,53.212891
1.990434,20761,0.913236,29873,29925,51.933594
1.990530,20762,0.913197,29873,29924,50.652344
1.990626,20763,0.913158,29873,29922,49.373047
1.990722,20764,0.913119,29873,29921,48.091797
1.990818,20765,0.913080,29873,29920,46.810547
1.990914,20766,0.913041,29873,29919,45.529297
1.991010,20767,0.913002,29873,29917,44.248047
1.991105,20768,0.912963,29873,29916,42.966797
1.991201,20769,0.912924,29873,29915,41.685547
1.991297,20770,0.912885,29873,29913,40.400391
1.991393,20771,0.912845,29873,29912,39.119141
1.991489,20772,0.912806,29873,29911,37.835938
1.991585,20773,0.912767,29873,29910,36.554688
1.991681,20774,0.912728,29873,29908,35.269531
1.991777,20775,0.912689,29873,29907,33.986328
1.991872,20776,0.912650,29873,29906,32.703125
1.991968,20777,0.912610,29873,29904,31.417969
1.992064,20778,0.912571,29873,29903,30.132813
1.992160,20779,0.912532,29873,29902,28.847656
1.992256,20780,0.912493,29873,29901,27.564453
1.992352,20781,0.912454,29873,29899,26.279297
1.992448,20782,0.912414,29873,29898,24.992188
1.992544,20783,0.912375,29873,29897,23.707031
1.992639,20784,0.912336,29873,29895,22.419922
1.992735,20785,0.912297,29873,29894,21.134766
1.992831,20786,0.912257,29873,29893,19.847656
1.992927,20787,0.912218,29873,29892,18.560547
1.993023,20788,0.912179,29873,29890,17.273438
1.993119,20789,0.912139,29873,29889,15.986328
1.993215,20790,0.912100,29873,29888,14.697266
1.993311,20791,0.912061,29873,29886,13.410156
1.993406,20792,0.912022,29873,29885,12.121094
1.993502,20793,0.911982,29873,29884,10.832031
1.993598,20794,0.911943,29873,29883,9.542969
1.993694,20795,0.911904,29873,29881,8.253906
1.993790,20796,0.911864,29873,29880,6.964844
1.993886,20797,0.911825,29873,29879,5.675781
1.993982,20798,0.911785,29873,29877,4.384766
1.994078,20799,0.911746,29873,29876,3.095703
1.994173,20800,0.911707,29790,29875,84.804688
1.994269,20801,0.911667,29790,29874,83.515625
1.994365,20802,0.911628,29790,29872,82.220703
1.994461,20803,0.911588,29790,29871,80.931641
1.994557,20804,0.911549,29790,29870,79.640625
1.994653,20805,0.911510,29790,29868,78.347656
1.994749,20806,0.911470,29790,29867,77.054688
1.994845,20807,0.911431,29790,29866,75.761719
1.994940,20808,0.911391,29790,29864,74.468750
1.995036,20809,0.911352,29790,29863,73.177734
1.995132,20810,0.911312,29790,29862,71.882813
1.995228,20811,0.911273,29790,29861,70.589844
1.995324,20812,0.911233,29790,29859,69.296875
1.995420,20813,0.911194,29790,29858,68.003906
1.995516,20814,0.911154,29790,29857,66.707031
1.995612,20815,0.911115,29790,29855,65.412109
1.995707,20816,0.911075,29790,29854,64.117188
1.995803,20817,0.911036,29790,29853,62.824219
1.995899,20818,0.910996,29790,29852,61.527344
1.995995,20819,0.910957,29790,29850,60.232422
1.996091,20820,0.910917,29790,29849,58.935547
1.996187,20821,0.910878,29790,29848,57.640625
1.996283,20822,0.910838,29790,29846,56.343750
1.996379,20823,0.910798,29790,29845,55.044922
1.996474,20824,0.910759,29790,29844,53.750000
1.996570,20825,0.910719,29790,29842,52.453125
1.996666,20826,0.910680,29790,29841,51.154297
1.996762,20827,0.910640,29790,29840,49.855469
1.996858,20828,0.910601,29790,29839,48.558594
1.996954,20829,0.910561,29790,29837,47.259766
1.997050,20830,0.910521,29790,29836,45.960938
1.997146,20831,0.910482,29790,29835,44.660156
1.997241,20832,0.910442,29790,29833,43.363281
1.997337,20833,0.910402,29790,29832,42.062500
1.997433,20834,0.910363,29790,29831,40.763672
1.997529,20835,0.910323,29790,29829,39.460938
1.997625,20836,0.910283,29790,29828,38.160156
1.997721,20837,0.910244,29790,29827,36.861328
1.997817,20838,0.910204,29790,29826,35.560547
1.997913,20839,0.910164,29790,29824,34.257813
1.998008,20840,0.910124,29790,29823,32.957031
1.998104,20841,0.910085,29790,29822,31.656250
1.998200,20842,0.910045,29790,29820,30.353516
1.998296,20843,0.910005,29790,29819,29.050781
1.998392,20844,0.909965,29790,29818,27.748047
1.998488,20845,0.909926,29790,29816,26.445313
1.998584,20846,0.909886,29790,29815,25.144531
1.998680,20847,0.909846,29790,29814,23.837891
1.998775,20848,0.909806,29790,29813,22.535156
1.998871,20849,0.909767,29790,29811,21.230469
1.998967,20850,0.909727,29790,29810,19.927734
1.999063,20851,0.909687,29790,29809,18.621094
1.999159,20852,0.909647,29790,29807,17.316406
1.999255,20853,0.909607,29790,29806,16.011719
1.999351,20854,0.909567,29790,29805,14.707031
1.999447,20855,0.909528,29790,29803,13.400391
1.999542,20856,0.909488,29790,29802,12.095703
1.999638,20857,0.909448,29790,29801,10.789063
1.999734,20858,0.909408,29790,29799,9.484375
1.999830,20859,0.909368,29790,29798,8.175781
1.999926,20860,0.909328,29790,29797,6.867188
2.000022,20861,0.909288,29790,29796,5.562500
2.000118,20862,0.909248,29790,29794,4.253906
2.000213,20863,0.909209,29790,29793,2.947266
2.000309,20864,0.909169,29706,29792,85.640625
2.000405,20865,0.909129,29706,29790,84.328125
2.000501,20866,0.909089,29706,29789,83.019531
2.000597,20867,0.909049,29706,29788,81.710938
2.000693,20868,0.909009,29706,29786,80.402344
2.000789,20869,0.908969,29706,29785,79.093750
2.000885,20870,0.908929,29706,29784,77.785156
2.000980,20871,0.908889,29706,29782,76.474609
2.001076,20872,0.908849,29706,29781,75.164063
2.001172,20873,0.908809,29706,29780,73.851563
2.001268,20874,0.908769,29706,29779,72.541016
2.001364,20875,0.908729,29706,29777,71.230469
2.001460,20876,0.908689,29706,29776,69.919922
2.001556,20877,0.908649,29706,29775,68.607422
2.001652,20878,0.908609,29706,29773,67.296875
2.001747,20879,0.908569,29706,29772,65.984375
2.001843,20880,0.908529,29706,29771,64.671875
2.001939,20881,0.908489,29706,29769,63.357422
2.002035,20882,0.908449,29706,29768,62.044922
2.002131,20883,0.908409,29706,29767,60.730469
2.002227,20884,0.908368,29706,29765,59.417969
2.002323,20885,0.908328,29706,29764,58.105469
2.002419,20886,0.908288,29706,29763,56.791016
2.002514,20887,0.908248,29706,29761,55.476563
2.002610,20888,0.908208,29706,29760,54.164063
2.002706,20889,0.908168,29706,29759,52.845703
2.002802,20890,0.908128,29706,29758,51.531250
2.002898,20891,0.908088,29706,29756,50.214844
2.002994,20892,0.908047,29706,29755,48.900391
2.003090,20893,0.908007,29706,29754,47.583984
2.003186,20894,0.907967,29706,29752,46.267578
2.003281,20895,0.907927,29706,29751,44.953125
2.003377,20896,0.907887,29706,29750,43.634766
2.003473,20897,0.907847,29706,29748,42.316406
2.003569,20898,0.907806,29706,29747,40.998047
2.003665,20899,0.907766,29706,29746,39.681641
2.003761,20900,0.907726,29706,29744,38.363281
2.003857,20901,0.907686,29706,29743,37.046875
2.003953,20902,0.907646,29706,29742,35.728516
2.004048,20903,0.907605,29706,29740,34.410156
2.004144,20904,0.907565,29706,29739,33.089844
2.004240,20905,0.907525,29706,29738,31.769531
2.004336,20906,0.907484,29706,29736,30.449219
2.004432,20907,0.907444,29706,29735,29.128906
2.004528,20908,0.907404,29706,29734,27.810547
2.004624,20909,0.907364,29706,29732,26.490234
2.004719,20910,0.907323,29706,29731,25.169922
2.004815,20911,0.907283,29706,29730,23.849609
2.004911,20912,0.907243,29706,29729,22.527344
2.005007,20913,0.907202,29706,29727,21.207031
2.005103,20914,0.907162,29706,29726,19.882813
2.005199,20915,0.907122,29706,29725,18.562500
2.005295,20916,0.907081,29706,29723,17.238281
2.005391,20917,0.907041,29706,29722,15.916016
2.005486,20918,0.907001,29706,29721,14.593750
2.005582,20919,0.906960,29706,29719,13.273438
2.005678,20920,0.906920,29706,29718,11.949219
2.005774,20921,0.906879,29706,29717,10.625000
2.005870,20922,0.906839,29706,29715,9.298828
2.005966,20923,0.906799,29706,29714,7.974609
2.006062,20924,0.906758,29706,29713,6.650391
2.006158,20925,0.906718,29706,29711,5.326172
2.006253,20926,0.906677,29706,29710,4.001953
2.006349,20927,0.906637,29706,29709,2.675781
