float_val,fixed_val,float_div,fixed_div,scaled_float,fixed_err
-0.292297,-9578,-2.565880,-32768,-84079,-51310.757813
-0.292267,-9577,-2.566148,-32768,-84088,-51319.539063
-0.292236,-9576,-2.566416,-32768,-84096,-51328.320313
-0.292206,-9575,-2.566684,-32768,-84105,-51337.101563
-0.292175,-9574,-2.566952,-32768,-84114,-51345.890625
-0.292145,-9573,-2.567220,-32768,-84123,-51354.671875
-0.292114,-9572,-2.567488,-32768,-84131,-51363.460938
-0.292084,-9571,-2.567757,-32768,-84140,-51372.250000
-0.292053,-9570,-2.568025,-32768,-84149,-51381.046875
-0.292023,-9569,-2.568293,-32768,-84158,-51389.835938
-0.291992,-9568,-2.568562,-32768,-84167,-51398.632813
-0.291962,-9567,-2.568830,-32768,-84175,-51407.429688
-0.291931,-9566,-2.569099,-32768,-84184,-51416.234375
-0.291901,-9565,-2.569367,-32768,-84193,-51425.031250
-0.291870,-9564,-2.569636,-32768,-84202,-51433.835938
-0.291840,-9563,-2.569905,-32768,-84211,-51442.640625
-0.291809,-9562,-2.570174,-32768,-84219,-51451.445313
-0.291779,-9561,-2.570442,-32768,-84228,-51460.257813
-0.291748,-9560,-2.570711,-32768,-84237,-51469.070313
-0.291718,-9559,-2.570980,-32768,-84246,-51477.882813
-0.291687,-9558,-2.571249,-32768,-84255,-51486.695313
-0.291656,-9557,-2.571518,-32768,-84264,-51495.507813
-0.291626,-9556,-2.571787,-32768,-84272,-51504.328125
-0.291595,-9555,-2.572057,-32768,-84281,-51513.148438
-0.291565,-9554,-2.572326,-32768,-84290,-51521.968750
-0.291534,-9553,-2.572595,-32768,-84299,-51530.789063
-0.291504,-9552,-2.572864,-32768,-84308,-51539.617188
-0.291473,-9551,-2.573134,-32768,-84316,-51548.445313
-0.291443,-9550,-2.573403,-32768,-84325,-51557.273438
-0.291412,-9549,-2.573673,-32768,-84334,-51566.101563
-0.291382,-9548,-2.573942,-32768,-84343,-51574.937500
-0.291351,-9547,-2.574212,-32768,-84352,-51583.773438
-0.291321,-9546,-2.574481,-32768,-84361,-51592.609375
-0.291290,-9545,-2.574751,-32768,-84369,-51601.445313
-0.291260,-9544,-2.575021,-32768,-84378,-51610.289063
-0.291229,-9543,-2.575291,-32768,-84387,-51619.125000
-0.291199,-9542,-2.575561,-32768,-84396,-51627.968750
-0.291168,-9541,-2.575831,-32768,-84405,-51636.820313
-0.291138,-9540,-2.576101,-32768,-84414,-51645.664063
-0.291107,-9539,-2.576371,-32768,-84423,-51654.515625
-0.291077,-9538,-2.576641,-32768,-84431,-51663.367188
-0.291046,-9537,-2.576911,-32768,-84440,-51672.218750
-0.291016,-9536,-2.577181,-32768,-84449,-51681.070313
-0.290985,-9535,-2.577451,-32768,-84458,-51689.929688
-0.290955,-9534,-2.577722,-32768,-84467,-51698.789063
-0.290924,-9533,-2.577992,-32768,-84476,-51707.648438
-0.290894,-9532,-2.578263,-32768,-84485,-51716.515625
-0.290863,-9531,-2.578533,-32768,-84493,-51725.375000
-0.290833,-9530,-2.578804,-32768,-84502,-51734.242188
-0.290802,-9529,-2.579074,-32768,-84511,-51743.109375
-0.290771,-9528,-2.579345,-32768,-84520,-51751.976563
-0.290741,-9527,-2.579616,-32768,-84529,-51760.851563
-0.290710,-9526,-2.579887,-32768,-84538,-51769.726563
-0.290680,-9525,-2.580158,-32768,-84547,-51778.601563
-0.290649,-9524,-2.580428,-32768,-84555,-51787.476563
-0.290619,-9523,-2.580699,-32768,-84564,-51796.359375
-0.290588,-9522,-2.580970,-32768,-84573,-51805.234375
-0.290558,-9521,-2.581241,-32768,-84582,-51814.117188
-0.290527,-9520,-2.581513,-32768,-84591,-51823.007813
-0.290497,-9519,-2.581784,-32768,-84600,-51831.890625
-0.290466,-9518,-2.582055,-32768,-84609,-51840.781250
-0.290436,-9517,-2.582326,-32768,-84618,-51849.671875
-0.290405,-9516,-2.582598,-32768,-84627,-51858.562500
-0.290375,-9515,-2.582869,-32768,-84635,-51867.453125
-0.290344,-9514,-2.583141,-32768,-84644,-51876.351563
-0.290314,-9513,-2.583412,-32768,-84653,-51885.250000
-0.290283,-9512,-2.583684,-32768,-84662,-51894.148438
-0.290253,-9511,-2.583956,-32768,-84671,-51903.054688
-0.290222,-9510,-2.584227,-32768,-84680,-51911.953125
-0.290192,-9509,-2.584499,-32768,-84689,-51920.859375
-0.290161,-9508,-2.584771,-32768,-84698,-51929.765625
-0.290131,-9507,-2.585043,-32768,-84707,-51938.679688
-0.290100,-9506,-2.585315,-32768,-84716,-51947.585938
-0.290070,-9505,-2.585587,-32768,-84725,-51956.500000
-0.290039,-9504,-2.585859,-32768,-84733,-51965.414063
-0.290009,-9503,-2.586131,-32768,-84742,-51974.328125
-0.289978,-9502,-2.586403,-32768,-84751,-51983.250000
-0.289948,-9501,-2.586675,-32768,-84760,-51992.171875
-0.289917,-9500,-2.586947,-32768,-84769,-52001.093750
-0.289886,-9499,-2.587220,-32768,-84778,-52010.015625
-0.289856,-9498,-2.587492,-32768,-84787,-52018.937500
-0.289825,-9497,-2.587765,-32768,-84796,-52027.867188
-0.289795,-9496,-2.588037,-32768,-84805,-52036.796875
-0.289764,-9495,-2.588310,-32768,-84814,-52045.726563
-0.289734,-9494,-2.588582,-32768,-84823,-52054.664063
-0.289703,-9493,-2.588855,-32768,-84832,-52063.601563
-0.289673,-9492,-2.589128,-32768,-84841,-52072.539063
-0.289642,-9491,-2.589401,-32768,-84849,-52081.476563
-0.289612,-9490,-2.589673,-32768,-84858,-52090.414063
-0.289581,-9489,-2.589946,-32768,-84867,-52099.359375
-0.289551,-9488,-2.590219,-32768,-84876,-52108.304688
-0.289520,-9487,-2.590492,-32768,-84885,-52117.250000
-0.289490,-9486,-2.590765,-32768,-84894,-52126.195313
-0.289459,-9485,-2.591038,-32768,-84903,-52135.148438
-0.289429,-9484,-2.591312,-32768,-84912,-52144.101563
-0.289398,-9483,-2.591585,-32768,-84921,-52153.054688
-0.289368,-9482,-2.591858,-32768,-84930,-52162.007813
-0.289337,-9481,-2.592132,-32768,-84939,-52170.968750
-0.289307,-9480,-2.592405,-32768,-84948,-52179.929688
-0.289276,-9479,-2.592679,-32768,-84957,-52188.890625
-0.289246,-9478,-2.592952,-32768,-84966,-52197.851563
-0.289215,-9477,-2.593226,-32768,-84975,-52206.820313
-0.289185,-9476,-2.593499,-32768,-84984,-52215.789063
-0.289154,-9475,-2.593773,-32768,-84993,-52224.757813
-0.289124,-9474,-2.594047,-32768,-85002,-52233.726563
-0.289093,-9473,-2.594321,-32768,-85011,-52242.703125
-0.289063,-9472,-2.594594,-32768,-85020,-52251.671875
-0.289032,-9471,-2.594869,-32768,-85029,-52260.656250
-0.289001,-9470,-2.595143,-32768,-85038,-52269.632813
-0.288971,-9469,-2.595417,-32768,-85047,-52278.609375
-0.288940,-9468,-2.595691,-32768,-85056,-52287.593750
-0.288910,-9467,-2.595965,-32768,-85065,-52296.578125
-0.288879,-9466,-2.596239,-32768,-85074,-52305.562500
-0.288849,-9465,-2.596514,-32768,-85083,-52314.554688
-0.288818,-9464,-2.596788,-32768,-85092,-52323.546875
-0.288788,-9463,-2.597062,-32768,-85101,-52332.539063
-0.288757,-9462,-2.597337,-32768,-85110,-52341.531250
-0.288727,-9461,-2.597611,-32768,-85119,-52350.523438
-0.288696,-9460,-2.597886,-32768,-85128,-52359.523438
-0.288666,-9459,-2.598161,-32768,-85137,-52368.523438
-0.288635,-9458,-2.598435,-32768,-85146,-52377.523438
-0.288605,-9457,-2.598710,-32768,-85155,-52386.531250
-0.288574,-9456,-2.598985,-32768,-85164,-52395.531250
-0.288544,-9455,-2.599260,-32768,-85173,-52404.539063
-0.288513,-9454,-2.599535,-32768,-85182,-52413.546875
-0.288483,-9453,-2.599810,-32768,-85191,-52422.562500
-0.288452,-9452,-2.600085,-32768,-85200,-52431.570313
-0.288422,-9451,-2.600360,-32768,-85209,-52440.585938
-0.288391,-9450,-2.600635,-32768,-85218,-52449.601563
-0.288361,-9449,-2.600910,-32768,-85227,-52458.625000
-0.288330,-9448,-2.601185,-32768,-85236,-52467.640625
-0.288300,-9447,-2.601461,-32768,-85245,-52476.664063
-0.288269,-9446,-2.601736,-32768,-85254,-52485.687500
-0.288239,-9445,-2.602012,-32768,-85263,-52494.718750
-0.288208,-9444,-2.602287,-32768,-85272,-52503.742188
-0.288177,-9443,-2.602563,-32768,-85281,-52512.773438
-0.288147,-9442,-2.602838,-32768,-85290,-52521.804688
-0.288116,-9441,-2.603114,-32768,-85299,-52530.843750
-0.288086,-9440,-2.603390,-32768,-85308,-52539.875000
-0.288055,-9439,-2.603666,-32768,-85317,-52548.914063
-0.288025,-9438,-2.603941,-32768,-85326,-52557.953125
-0.287994,-9437,-2.604218,-32768,-85335,-52567.000000
-0.287964,-9436,-2.604493,-32768,-85344,-52576.039063
-0.287933,-9435,-2.604769,-32768,-85353,-52585.085938
-0.287903,-9434,-2.605046,-32768,-85362,-52594.132813
-0.287872,-9433,-2.605322,-32768,-85371,-52603.179688
-0.287842,-9432,-2.605598,-32768,-85380,-52612.234375
-0.287811,-9431,-2.605874,-32768,-85389,-52621.289063
-0.287781,-9430,-2.606151,-32768,-85398,-52630.343750
-0.287750,-9429,-2.606427,-32768,-85407,-52639.398438
-0.287720,-9428,-2.606704,-32768,-85416,-52648.460938
-0.287689,-9427,-2.606980,-32768,-85426,-52657.515625
-0.287659,-9426,-2.607256,-32768,-85435,-52666.578125
-0.287628,-9425,-2.607533,-32768,-85444,-52675.648438
-0.287598,-9424,-2.607810,-32768,-85453,-52684.710938
-0.287567,-9423,-2.608087,-32768,-85462,-52693.781250
-0.287537,-9422,-2.608363,-32768,-85471,-52702.851563
-0.287506,-9421,-2.608640,-32768,-85480,-52711.921875
-0.287476,-9420,-2.608917,-32768,-85489,-52721.000000
-0.287445,-9419,-2.609194,-32768,-85498,-52730.078125
-0.287415,-9418,-2.609471,-32768,-85507,-52739.156250
-0.287384,-9417,-2.609748,-32768,-85516,-52748.234375
-0.287354,-9416,-2.610025,-32768,-85525,-52757.312500
-0.287323,-9415,-2.610303,-32768,-85534,-52766.398438
-0.287292,-9414,-2.610580,-32768,-85543,-52775.484375
-0.287262,-9413,-2.610857,-32768,-85553,-52784.570313
-0.287231,-9412,-2.611135,-32768,-85562,-52793.664063
-0.287201,-9411,-2.611412,-32768,-85571,-52802.757813
-0.287170,-9410,-2.611690,-32768,-85580,-52811.851563
-0.287140,-9409,-2.611967,-32768,-85589,-52820.945313
-0.287109,-9408,-2.612245,-32768,-85598,-52830.039063
-0.287079,-9407,-2.612523,-32768,-85607,-52839.140625
-0.287048,-9406,-2.612800,-32768,-85616,-52848.242188
-0.287018,-9405,-2.613078,-32768,-85625,-52857.343750
-0.286987,-9404,-2.613356,-32768,-85634,-52866.453125
-0.286957,-9403,-2.613634,-32768,-85644,-52875.554688
-0.286926,-9402,-2.613912,-32768,-85653,-52884.664063
-0.286896,-9401,-2.614190,-32768,-85662,-52893.773438
-0.286865,-9400,-2.614468,-32768,-85671,-52902.890625
-0.286835,-9399,-2.614746,-32768,-85680,-52912.007813
-0.286804,-9398,-2.615025,-32768,-85689,-52921.125000
-0.286774,-9397,-2.615303,-32768,-85698,-52930.242188
-0.286743,-9396,-2.615581,-32768,-85707,-52939.359375
-0.286713,-9395,-2.615860,-32768,-85716,-52948.484375
-0.286682,-9394,-2.616138,-32768,-85726,-52957.609375
-0.286652,-9393,-2.616416,-32768,-85735,-52966.734375
-0.286621,-9392,-2.616695,-32768,-85744,-52975.867188
-0.286591,-9391,-2.616974,-32768,-85753,-52984.992188
-0.286560,-9390,-2.617252,-32768,-85762,-52994.125000
-0.286530,-9389,-2.617531,-32768,-85771,-53003.257813
-0.286499,-9388,-2.617810,-32768,-85780,-53012.398438
-0.286469,-9387,-2.618089,-32768,-85790,-53021.539063
-0.286438,-9386,-2.618368,-32768,-85799,-53030.671875
-0.286407,-9385,-2.618647,-32768,-85808,-53039.820313
-0.286377,-9384,-2.618926,-32768,-85817,-53048.960938
-0.286346,-9383,-2.619205,-32768,-85826,-53058.109375
-0.286316,-9382,-2.619484,-32768,-85835,-53067.257813
-0.286285,-9381,-2.619763,-32768,-85844,-53076.406250
-0.286255,-9380,-2.620043,-32768,-85854,-53085.554688
-0.286224,-9379,-2.620322,-32768,-85863,-53094.710938
-0.286194,-9378,-2.620601,-32768,-85872,-53103.867188
-0.286163,-9377,-2.620881,-32768,-85881,-53113.023438
-0.286133,-9376,-2.621161,-32768,-85890,-53122.187500
-0.286102,-9375,-2.621440,-32768,-85899,-53131.343750
-0.286072,-9374,-2.621720,-32768,-85909,-53140.507813
-0.286041,-9373,-2.621999,-32768,-85918,-53149.671875
-0.286011,-9372,-2.622279,-32768,-85927,-53158.843750
-0.285980,-9371,-2.622559,-32768,-85936,-53168.015625
-0.285950,-9370,-2.622839,-32768,-85945,-53177.179688
-0.285919,-9369,-2.623119,-32768,-85954,-53186.359375
-0.285889,-9368,-2.623399,-32768,-85964,-53195.531250
-0.285858,-9367,-2.623679,-32768,-85973,-53204.710938
-0.285828,-9366,-2.623959,-32768,-85982,-53213.890625
-0.285797,-9365,-2.624239,-32768,-85991,-53223.070313
-0.285767,-9364,-2.624519,-32768,-86000,-53232.250000
-0.285736,-9363,-2.624800,-32768,-86009,-53241.437500
-0.285706,-9362,-2.625080,-32768,-86019,-53250.625000
-0.285675,-9361,-2.625360,-32768,-86028,-53259.812500
-0.285645,-9360,-2.625641,-32768,-86037,-53269.007813
-0.285614,-9359,-2.625921,-32768,-86046,-53278.195313
-0.285583,-9358,-2.626202,-32768,-86055,-53287.390625
-0.285553,-9357,-2.626483,-32768,-86065,-53296.593750
-0.285522,-9356,-2.626764,-32768,-86074,-53305.789063
-0.285492,-9355,-2.627044,-32768,-86083,-53314.992188
-0.285461,-9354,-2.627325,-32768,-86092,-53324.195313
-0.285431,-9353,-2.627606,-32768,-86101,-53333.398438
-0.285400,-9352,-2.627887,-32768,-86111,-53342.601563
-0.285370,-9351,-2.628168,-32768,-86120,-53351.812500
-0.285339,-9350,-2.628449,-32768,-86129,-53361.023438
-0.285309,-9349,-2.628730,-32768,-86138,-53370.234375
-0.285278,-9348,-2.629012,-32768,-86147,-53379.453125
-0.285248,-9347,-2.629293,-32768,-86157,-53388.664063
-0.285217,-9346,-2.629574,-32768,-86166,-53397.882813
-0.285187,-9345,-2.629856,-32768,-86175,-53407.109375
-0.285156,-9344,-2.630137,-32768,-86184,-53416.328125
-0.285126,-9343,-2.630419,-32768,-86194,-53425.554688
-0.285095,-9342,-2.630700,-32768,-86203,-53434.781250
-0.285065,-9341,-2.630982,-32768,-86212,-53444.007813
-0.285034,-9340,-2.631263,-32768,-86221,-53453.242188
-0.285004,-9339,-2.631545,-32768,-86230,-53462.468750
-0.284973,-9338,-2.631827,-32768,-86240,-53471.703125
-0.284943,-9337,-2.632109,-32768,-86249,-53480.945313
-0.284912,-9336,-2.632391,-32768,-86258,-53490.179688
-0.284882,-9335,-2.632673,-32768,-86267,-53499.421875
-0.284851,-9334,-2.632955,-32768,-86277,-53508.664063
-0.284821,-9333,-2.633237,-32768,-86286,-53517.906250
-0.284790,-9332,-2.633519,-32768,-86295,-53527.156250
-0.284760,-9331,-2.633801,-32768,-86304,-53536.398438
-0.284729,-9330,-2.634084,-32768,-86314,-53545.648438
-0.284698,-9329,-2.634366,-32768,-86323,-53554.906250
-0.284668,-9328,-2.634648,-32768,-86332,-53564.156250
-0.284637,-9327,-2.634931,-32768,-86341,-53573.414063
-0.284607,-9326,-2.635213,-32768,-86351,-53582.671875
-0.284576,-9325,-2.635496,-32768,-86360,-53591.929688
-0.284546,-9324,-2.635779,-32768,-86369,-53601.195313
-0.284515,-9323,-2.636061,-32768,-86378,-53610.460938
-0.284485,-9322,-2.636344,-32768,-86388,-53619.726563
-0.284454,-9321,-2.636627,-32768,-86397,-53628.992188
-0.284424,-9320,-2.636910,-32768,-86406,-53638.265625
-0.284393,-9319,-2.637193,-32768,-86416,-53647.531250
-0.284363,-9318,-2.637476,-32768,-86425,-53656.812500
-0.284332,-9317,-2.637759,-32768,-86434,-53666.085938
-0.284302,-9316,-2.638042,-32768,-86443,-53675.359375
-0.284271,-9315,-2.638325,-32768,-86453,-53684.640625
-0.284241,-9314,-2.638608,-32768,-86462,-53693.921875
-0.284210,-9313,-2.638892,-32768,-86471,-53703.210938
-0.284180,-9312,-2.639175,-32768,-86480,-53712.492188
-0.284149,-9311,-2.639459,-32768,-86490,-53721.781250
-0.284119,-9310,-2.639742,-32768,-86499,-53731.070313
-0.284088,-9309,-2.640026,-32768,-86508,-53740.367188
-0.284058,-9308,-2.640309,-32768,-86518,-53749.656250
-0.284027,-9307,-2.640593,-32768,-86527,-53758.953125
-0.283997,-9306,-2.640877,-32768,-86536,-53768.250000
-0.283966,-9305,-2.641161,-32768,-86546,-53777.554688
-0.283936,-9304,-2.641444,-32768,-86555,-53786.851563
-0.283905,-9303,-2.641728,-32768,-86564,-53796.156250
-0.283875,-9302,-2.642012,-32768,-86573,-53805.460938
-0.283844,-9301,-2.642297,-32768,-86583,-53814.773438
-0.283813,-9300,-2.642581,-32768,-86592,-53824.085938
-0.283783,-9299,-2.642865,-32768,-86601,-53833.398438
-0.283752,-9298,-2.643149,-32768,-86611,-53842.710938
-0.283722,-9297,-2.643433,-32768,-86620,-53852.023438
-0.283691,-9296,-2.643718,-32768,-86629,-53861.343750
-0.283661,-9295,-2.644002,-32768,-86639,-53870.664063
-0.283630,-9294,-2.644287,-32768,-86648,-53879.984375
-0.283600,-9293,-2.644571,-32768,-86657,-53889.304688
-0.283569,-9292,-2.644856,-32768,-86667,-53898.632813
-0.283539,-9291,-2.645140,-32768,-86676,-53907.960938
-0.283508,-9290,-2.645425,-32768,-86685,-53917.289063
-0.283478,-9289,-2.645710,-32768,-86695,-53926.625000
-0.283447,-9288,-2.645995,-32768,-86704,-53935.960938
-0.283417,-9287,-2.646280,-32768,-86713,-53945.296875
-0.283386,-9286,-2.646565,-32768,-86723,-53954.632813
-0.283356,-9285,-2.646850,-32768,-86732,-53963.976563
-0.283325,-9284,-2.647135,-32768,-86741,-53973.312500
-0.283295,-9283,-2.647420,-32768,-86751,-53982.656250
-0.283264,-9282,-2.647705,-32768,-86760,-53992.007813
-0.283234,-9281,-2.647990,-32768,-86769,-54001.351563
-0.283203,-9280,-2.648276,-32768,-86779,-54010.703125
-0.283173,-9279,-2.648561,-32768,-86788,-54020.054688
-0.283142,-9278,-2.648847,-32768,-86797,-54029.406250
-0.283112,-9277,-2.649132,-32768,-86807,-54038.765625
-0.283081,-9276,-2.649418,-32768,-86816,-54048.125000
-0.283051,-9275,-2.649704,-32768,-86825,-54057.484375
-0.283020,-9274,-2.649989,-32768,-86835,-54066.843750
-0.282990,-9273,-2.650275,-32768,-86844,-54076.210938
-0.282959,-9272,-2.650561,-32768,-86854,-54085.578125
-0.282928,-9271,-2.650847,-32768,-86863,-54094.945313
-0.282898,-9270,-2.651133,-32768,-86872,-54104.312500
-0.282867,-9269,-2.651419,-32768,-86882,-54113.687500
-0.282837,-9268,-2.651705,-32768,-86891,-54123.062500
-0.282806,-9267,-2.651991,-32768,-86900,-54132.437500
-0.282776,-9266,-2.652277,-32768,-86910,-54141.820313
-0.282745,-9265,-2.652563,-32768,-86919,-54151.195313
-0.282715,-9264,-2.652850,-32768,-86929,-54160.578125
-0.282684,-9263,-2.653136,-32768,-86938,-54169.960938
-0.282654,-9262,-2.653423,-32768,-86947,-54179.351563
-0.282623,-9261,-2.653709,-32768,-86957,-54188.742188
-0.282593,-9260,-2.653996,-32768,-86966,-54198.132813
-0.282562,-9259,-2.654282,-32768,-86976,-54207.523438
-0.282532,-9258,-2.654569,-32768,-86985,-54216.914063
-0.282501,-9257,-2.654856,-32768,-86994,-54226.312500
-0.282471,-9256,-2.655143,-32768,-87004,-54235.710938
-0.282440,-9255,-2.655430,-32768,-87013,-54245.117188
-0.282410,-9254,-2.655716,-32768,-87023,-54254.515625
-0.282379,-9253,-2.656003,-32768,-87032,-54263.921875
-0.282349,-9252,-2.656291,-32768,-87041,-54273.328125
-0.282318,-9251,-2.656578,-32768,-87051,-54282.734375
-0.282288,-9250,-2.656865,-32768,-87060,-54292.148438
-0.282257,-9249,-2.657152,-32768,-87070,-54301.562500
-0.282227,-9248,-2.657439,-32768,-87079,-54310.976563
-0.282196,-9247,-2.657727,-32768,-87088,-54320.390625
-0.282166,-9246,-2.658014,-32768,-87098,-54329.812500
-0.282135,-9245,-2.658302,-32768,-87107,-54339.234375
-0.282104,-9244,-2.658589,-32768,-87117,-54348.656250
-0.282074,-9243,-2.658877,-32768,-87126,-54358.078125
-0.282043,-9242,-2.659165,-32768,-87136,-54367.507813
-0.282013,-9241,-2.659452,-32768,-87145,-54376.937500
-0.281982,-9240,-2.659740,-32768,-87154,-54386.367188
-0.281952,-9239,-2.660028,-32768,-87164,-54395.804688
-0.281921,-9238,-2.660316,-32768,-87173,-54405.234375
-0.281891,-9237,-2.660604,-32768,-87183,-54414.671875
-0.281860,-9236,-2.660892,-32768,-87192,-54424.117188
-0.281830,-9235,-2.661180,-32768,-87202,-54433.554688
-0.281799,-9234,-2.661469,-32768,-87211,-54443.000000
-0.281769,-9233,-2.661757,-32768,-87220,-54452.445313
-0.281738,-9232,-2.662045,-32768,-87230,-54461.890625
-0.281708,-9231,-2.662333,-32768,-87239,-54471.343750
-0.281677,-9230,-2.662622,-32768,-87249,-54480.796875
-0.281647,-9229,-2.662910,-32768,-87258,-54490.250000
-0.281616,-9228,-2.663199,-32768,-87268,-54499.703125
-0.281586,-9227,-2.663488,-32768,-87277,-54509.164063
-0.281555,-9226,-2.663776,-32768,-87287,-54518.625000
-0.281525,-9225,-2.664065,-32768,-87296,-54528.085938
-0.281494,-9224,-2.664354,-32768,-87306,-54537.546875
-0.281464,-9223,-2.664643,-32768,-87315,-54547.015625
-0.281433,-9222,-2.664932,-32768,-87324,-54556.484375
-0.281403,-9221,-2.665221,-32768,-87334,-54565.953125
-0.281372,-9220,-2.665510,-32768,-87343,-54575.421875
-0.281342,-9219,-2.665799,-32768,-87353,-54584.898438
-0.281311,-9218,-2.666088,-32768,-87362,-54594.375000
-0.281281,-9217,-2.666377,-32768,-87372,-54603.851563
-0.281250,-9216,-2.666667,-32768,-87381,-54613.335938
-0.281219,-9215,-2.666956,-32768,-87391,-54622.812500
-0.281189,-9214,-2.667245,-32768,-87400,-54632.296875
-0.281158,-9213,-2.667535,-32768,-87410,-54641.789063
-0.281128,-9212,-2.667825,-32768,-87419,-54651.273438
-0.281097,-9211,-2.668114,-32768,-87429,-54660.765625
-0.281067,-9210,-2.668404,-32768,-87438,-54670.257813
-0.281036,-9209,-2.668694,-32768,-87448,-54679.757813
-0.281006,-9208,-2.668983,-32768,-87457,-54689.250000
-0.280975,-9207,-2.669273,-32768,-87467,-54698.750000
-0.280945,-9206,-2.669563,-32768,-87476,-54708.250000
-0.280914,-9205,-2.669853,-32768,-87486,-54717.757813
-0.280884,-9204,-2.670143,-32768,-87495,-54727.257813
-0.280853,-9203,-2.670434,-32768,-87505,-54736.765625
-0.280823,-9202,-2.670724,-32768,-87514,-54746.273438
-0.280792,-9201,-2.671014,-32768,-87524,-54755.789063
-0.280762,-9200,-2.671304,-32768,-87533,-54765.304688
-0.280731,-9199,-2.671595,-32768,-87543,-54774.812500
-0.280701,-9198,-2.671885,-32768,-87552,-54784.335938
-0.280670,-9197,-2.672176,-32768,-87562,-54793.851563
-0.280640,-9196,-2.672466,-32768,-87571,-54803.375000
-0.280609,-9195,-2.672757,-32768,-87581,-54812.898438
-0.280579,-9194,-2.673048,-32768,-87590,-54822.421875
-0.280548,-9193,-2.673338,-32768,-87600,-54831.953125
-0.280518,-9192,-2.673629,-32768,-87609,-54841.484375
-0.280487,-9191,-2.673920,-32768,-87619,-54851.015625
-0.280457,-9190,-2.674211,-32768,-87629,-54860.546875
-0.280426,-9189,-2.674502,-32768,-87638,-54870.085938
-0.280396,-9188,-2.674793,-32768,-87648,-54879.625000
-0.280365,-9187,-2.675084,-32768,-87657,-54889.164063
-0.280334,-9186,-2.675375,-32768,-87667,-54898.703125
-0.280304,-9185,-2.675667,-32768,-87676,-54908.250000
-0.280273,-9184,-2.675958,-32768,-87686,-54917.796875
-0.280243,-9183,-2.676250,-32768,-87695,-54927.343750
-0.280212,-9182,-2.676541,-32768,-87705,-54936.898438
-0.280182,-9181,-2.676833,-32768,-87714,-54946.453125
-0.280151,-9180,-2.677124,-32768,-87724,-54956.007813
-0.280121,-9179,-2.677416,-32768,-87734,-54965.562500
-0.280090,-9178,-2.677708,-32768,-87743,-54975.125000
-0.280060,-9177,-2.677999,-32768,-87753,-54984.679688
-0.280029,-9176,-2.678291,-32768,-87762,-54994.242188
-0.279999,-9175,-2.678583,-32768,-87772,-55003.812500
-0.279968,-9174,-2.678875,-32768,-87781,-55013.375000
-0.279938,-9173,-2.679167,-32768,-87791,-55022.945313
-0.279907,-9172,-2.679459,-32768,-87801,-55032.523438
-0.279877,-9171,-2.679751,-32768,-87810,-55042.093750
-0.279846,-9170,-2.680044,-32768,-87820,-55051.671875
-0.279816,-9169,-2.680336,-32768,-87829,-55061.250000
-0.279785,-9168,-2.680628,-32768,-87839,-55070.828125
-0.279755,-9167,-2.680921,-32768,-87848,-55080.406250
-0.279724,-9166,-2.681213,-32768,-87858,-55089.992188
-0.279694,-9165,-2.681506,-32768,-87868,-55099.578125
-0.279663,-9164,-2.681798,-32768,-87877,-55109.171875
-0.279633,-9163,-2.682091,-32768,-87887,-55118.757813
-0.279602,-9162,-2.682384,-32768,-87896,-55128.351563
-0.279572,-9161,-2.682677,-32768,-87906,-55137.945313
-0.279541,-9160,-2.682969,-32768,-87916,-55147.539063
-0.279510,-9159,-2.683262,-32768,-87925,-55157.140625
-0.279480,-9158,-2.683555,-32768,-87935,-55166.742188
-0.279449,-9157,-2.683848,-32768,-87944,-55176.343750
-0.279419,-9156,-2.684142,-32768,-87954,-55185.953125
-0.279388,-9155,-2.684435,-32768,-87964,-55195.554688
-0.279358,-9154,-2.684728,-32768,-87973,-55205.164063
-0.279327,-9153,-2.685021,-32768,-87983,-55214.781250
-0.279297,-9152,-2.685315,-32768,-87992,-55224.390625
-0.279266,-9151,-2.685608,-32768,-88002,-55234.007813
-0.279236,-9150,-2.685902,-32768,-88012,-55243.625000
-0.279205,-9149,-2.686195,-32768,-88021,-55253.242188
-0.279175,-9148,-2.686489,-32768,-88031,-55262.867188
-0.279144,-9147,-2.686783,-32768,-88040,-55272.492188
-0.279114,-9146,-2.687076,-32768,-88050,-55282.117188
-0.279083,-9145,-2.687370,-32768,-88060,-55291.742188
-0.279053,-9144,-2.687664,-32768,-88069,-55301.375000
-0.279022,-9143,-2.687958,-32768,-88079,-55311.007813
-0.278992,-9142,-2.688252,-32768,-88089,-55320.640625
-0.278961,-9141,-2.688546,-32768,-88098,-55330.281250
-0.278931,-9140,-2.688840,-32768,-88108,-55339.914063
-0.278900,-9139,-2.689135,-32768,-88118,-55349.562500
-0.278870,-9138,-2.689429,-32768,-88127,-55359.203125
-0.278839,-9137,-2.689723,-32768,-88137,-55368.843750
-0.278809,-9136,-2.690017,-32768,-88146,-55378.492188
-0.278778,-9135,-2.690312,-32768,-88156,-55388.140625
-0.278748,-9134,-2.690607,-32768,-88166,-55397.796875
-0.278717,-9133,-2.690901,-32768,-88175,-55407.445313
-0.278687,-9132,-2.691196,-32768,-88185,-55417.101563
-0.278656,-9131,-2.691490,-32768,-88195,-55426.757813
-0.278625,-9130,-2.691785,-32768,-88204,-55436.421875
-0.278595,-9129,-2.692080,-32768,-88214,-55446.085938
