float_val,fixed_val,float_div,fixed_div,scaled_float,fixed_err
-0.622681,-20404,-1.204470,-32768,-39468,-6700.062500
-0.622650,-20403,-1.204529,-32768,-39470,-6701.996094
-0.622620,-20402,-1.204588,-32768,-39472,-6703.933594
-0.622589,-20401,-1.204647,-32768,-39474,-6705.867188
-0.622559,-20400,-1.204706,-32768,-39476,-6707.800781
-0.622528,-20399,-1.204765,-32768,-39478,-6709.738281
-0.622498,-20398,-1.204824,-32768,-39480,-6711.671875
-0.622467,-20397,-1.204883,-32768,-39482,-6713.609375
-0.622437,-20396,-1.204942,-32768,-39484,-6715.542969
-0.622406,-20395,-1.205001,-32768,-39485,-6717.480469
-0.622375,-20394,-1.205060,-32768,-39487,-6719.417969
-0.622345,-20393,-1.205119,-32768,-39489,-6721.351563
-0.622314,-20392,-1.205178,-32768,-39491,-6723.289063
-0.622284,-20391,-1.205238,-32768,-39493,-6725.226563
-0.622253,-20390,-1.205297,-32768,-39495,-6727.164063
-0.622223,-20389,-1.205356,-32768,-39497,-6729.101563
-0.622192,-20388,-1.205415,-32768,-39499,-6731.035156
-0.622162,-20387,-1.205474,-32768,-39501,-6732.972656
-0.622131,-20386,-1.205533,-32768,-39503,-6734.914063
-0.622101,-20385,-1.205592,-32768,-39505,-6736.851563
-0.622070,-20384,-1.205652,-32768,-39507,-6738.789063
-0.622040,-20383,-1.205711,-32768,-39509,-6740.726563
-0.622009,-20382,-1.205770,-32768,-39511,-6742.664063
-0.621979,-20381,-1.205829,-32768,-39513,-6744.601563
-0.621948,-20380,-1.205888,-32768,-39515,-6746.542969
-0.621918,-20379,-1.205947,-32768,-39516,-6748.480469
-0.621887,-20378,-1.206007,-32768,-39518,-6750.421875
-0.621857,-20377,-1.206066,-32768,-39520,-6752.359375
-0.621826,-20376,-1.206125,-32768,-39522,-6754.300781
-0.621796,-20375,-1.206184,-32768,-39524,-6756.238281
-0.621765,-20374,-1.206243,-32768,-39526,-6758.179688
-0.621735,-20373,-1.206302,-32768,-39528,-6760.117188
-0.621704,-20372,-1.206362,-32768,-39530,-6762.058594
-0.621674,-20371,-1.206421,-32768,-39532,-6764.000000
-0.621643,-20370,-1.206480,-32768,-39534,-6765.941406
-0.621613,-20369,-1.206539,-32768,-39536,-6767.882813
-0.621582,-20368,-1.206599,-32768,-39538,-6769.824219
-0.621552,-20367,-1.206658,-32768,-39540,-6771.765625
-0.621521,-20366,-1.206717,-32768,-39542,-6773.707031
-0.621490,-20365,-1.206776,-32768,-39544,-6775.648438
-0.621460,-20364,-1.206836,-32768,-39546,-6777.589844
-0.621429,-20363,-1.206895,-32768,-39548,-6779.531250
-0.621399,-20362,-1.206954,-32768,-39549,-6781.472656
-0.621368,-20361,-1.207013,-32768,-39551,-6783.414063
-0.621338,-20360,-1.207073,-32768,-39553,-6785.359375
-0.621307,-20359,-1.207132,-32768,-39555,-6787.300781
-0.621277,-20358,-1.207191,-32768,-39557,-6789.242188
-0.621246,-20357,-1.207251,-32768,-39559,-6791.187500
-0.621216,-20356,-1.207310,-32768,-39561,-6793.128906
-0.621185,-20355,-1.207369,-32768,-39563,-6795.074219
-0.621155,-20354,-1.207429,-32768,-39565,-6797.019531
-0.621124,-20353,-1.207488,-32768,-39567,-6798.960938
-0.621094,-20352,-1.207547,-32768,-39569,-6800.906250
-0.621063,-20351,-1.207607,-32768,-39571,-6802.851563
-0.621033,-20350,-1.207666,-32768,-39573,-6804.792969
-0.621002,-20349,-1.207725,-32768,-39575,-6806.738281
-0.620972,-20348,-1.207785,-32768,-39577,-6808.683594
-0.620941,-20347,-1.207844,-32768,-39579,-6810.628906
-0.620911,-20346,-1.207903,-32768,-39581,-6812.574219
-0.620880,-20345,-1.207963,-32768,-39583,-6814.519531
-0.620850,-20344,-1.208022,-32768,-39584,-6816.464844
-0.620819,-20343,-1.208081,-32768,-39586,-6818.410156
-0.620789,-20342,-1.208141,-32768,-39588,-6820.359375
-0.620758,-20341,-1.208200,-32768,-39590,-6822.304688
-0.620728,-20340,-1.208260,-32768,-39592,-6824.250000
-0.620697,-20339,-1.208319,-32768,-39594,-6826.195313
-0.620667,-20338,-1.208378,-32768,-39596,-6828.144531
-0.620636,-20337,-1.208438,-32768,-39598,-6830.089844
-0.620605,-20336,-1.208497,-32768,-39600,-6832.039063
-0.620575,-20335,-1.208557,-32768,-39602,-6833.984375
-0.620544,-20334,-1.208616,-32768,-39604,-6835.933594
-0.620514,-20333,-1.208676,-32768,-39606,-6837.878906
-0.620483,-20332,-1.208735,-32768,-39608,-6839.828125
-0.620453,-20331,-1.208794,-32768,-39610,-6841.777344
-0.620422,-20330,-1.208854,-32768,-39612,-6843.726563
-0.620392,-20329,-1.208913,-32768,-39614,-6845.671875
-0.620361,-20328,-1.208973,-32768,-39616,-6847.621094
-0.620331,-20327,-1.209032,-32768,-39618,-6849.570313
-0.620300,-20326,-1.209092,-32768,-39620,-6851.519531
-0.620270,-20325,-1.209151,-32768,-39621,-6853.468750
-0.620239,-20324,-1.209211,-32768,-39623,-6855.417969
-0.620209,-20323,-1.209270,-32768,-39625,-6857.367188
-0.620178,-20322,-1.209330,-32768,-39627,-6859.320313
-0.620148,-20321,-1.209389,-32768,-39629,-6861.269531
-0.620117,-20320,-1.209449,-32768,-39631,-6863.218750
-0.620087,-20319,-1.209508,-32768,-39633,-6865.167969
-0.620056,-20318,-1.209568,-32768,-39635,-6867.121094
-0.620026,-20317,-1.209627,-32768,-39637,-6869.070313
-0.619995,-20316,-1.209687,-32768,-39639,-6871.023438
-0.619965,-20315,-1.209746,-32768,-39641,-6872.972656
-0.619934,-20314,-1.209806,-32768,-39643,-6874.925781
-0.619904,-20313,-1.209866,-32768,-39645,-6876.875000
-0.619873,-20312,-1.209925,-32768,-39647,-6878.828125
-0.619843,-20311,-1.209985,-32768,-39649,-6880.781250
-0.619812,-20310,-1.210044,-32768,-39651,-6882.730469
-0.619781,-20309,-1.210104,-32768,-39653,-6884.683594
-0.619751,-20308,-1.210163,-32768,-39655,-6886.636719
-0.619720,-20307,-1.210223,-32768,-39657,-6888.589844
-0.619690,-20306,-1.210283,-32768,-39659,-6890.542969
-0.619659,-20305,-1.210342,-32768,-39660,-6892.496094
-0.619629,-20304,-1.210402,-32768,-39662,-6894.449219
-0.619598,-20303,-1.210461,-32768,-39664,-6896.402344
-0.619568,-20302,-1.210521,-32768,-39666,-6898.355469
-0.619537,-20301,-1.210581,-32768,-39668,-6900.308594
-0.619507,-20300,-1.210640,-32768,-39670,-6902.265625
-0.619476,-20299,-1.210700,-32768,-39672,-6904.218750
-0.619446,-20298,-1.210760,-32768,-39674,-6906.171875
-0.619415,-20297,-1.210819,-32768,-39676,-6908.128906
-0.619385,-20296,-1.210879,-32768,-39678,-6910.082031
-0.619354,-20295,-1.210939,-32768,-39680,-6912.039063
-0.619324,-20294,-1.210998,-32768,-39682,-6913.992188
-0.619293,-20293,-1.211058,-32768,-39684,-6915.949219
-0.619263,-20292,-1.211118,-32768,-39686,-6917.902344
-0.619232,-20291,-1.211177,-32768,-39688,-6919.859375
-0.619202,-20290,-1.211237,-32768,-39690,-6921.816406
-0.619171,-20289,-1.211297,-32768,-39692,-6923.773438
-0.619141,-20288,-1.211357,-32768,-39694,-6925.730469
-0.619110,-20287,-1.211416,-32768,-39696,-6927.683594
-0.619080,-20286,-1.211476,-32768,-39698,-6929.640625
-0.619049,-20285,-1.211536,-32768,-39700,-6931.597656
-0.619019,-20284,-1.211595,-32768,-39702,-6933.554688
-0.618988,-20283,-1.211655,-32768,-39704,-6935.515625
-0.618958,-20282,-1.211715,-32768,-39705,-6937.472656
-0.618927,-20281,-1.211775,-32768,-39707,-6939.429688
-0.618896,-20280,-1.211834,-32768,-39709,-6941.386719
-0.618866,-20279,-1.211894,-32768,-39711,-6943.343750
-0.618835,-20278,-1.211954,-32768,-39713,-6945.304688
-0.618805,-20277,-1.212014,-32768,-39715,-6947.261719
-0.618774,-20276,-1.212073,-32768,-39717,-6949.222656
-0.618744,-20275,-1.212133,-32768,-39719,-6951.179688
-0.618713,-20274,-1.212193,-32768,-39721,-6953.140625
-0.618683,-20273,-1.212253,-32768,-39723,-6955.097656
-0.618652,-20272,-1.212313,-32768,-39725,-6957.058594
-0.618622,-20271,-1.212372,-32768,-39727,-6959.015625
-0.618591,-20270,-1.212432,-32768,-39729,-6960.976563
-0.618561,-20269,-1.212492,-32768,-39731,-6962.937500
-0.618530,-20268,-1.212552,-32768,-39733,-6964.898438
-0.618500,-20267,-1.212612,-32768,-39735,-6966.859375
-0.618469,-20266,-1.212672,-32768,-39737,-6968.820313
-0.618439,-20265,-1.212731,-32768,-39739,-6970.781250
-0.618408,-20264,-1.212791,-32768,-39741,-6972.742188
-0.618378,-20263,-1.212851,-32768,-39743,-6974.703125
-0.618347,-20262,-1.212911,-32768,-39745,-6976.664063
-0.618317,-20261,-1.212971,-32768,-39747,-6978.625000
-0.618286,-20260,-1.213031,-32768,-39749,-6980.585938
-0.618256,-20259,-1.213090,-32768,-39751,-6982.546875
-0.618225,-20258,-1.213150,-32768,-39753,-6984.511719
-0.618195,-20257,-1.213210,-32768,-39754,-6986.472656
-0.618164,-20256,-1.213270,-32768,-39756,-6988.437500
-0.618134,-20255,-1.213330,-32768,-39758,-6990.398438
-0.618103,-20254,-1.213390,-32768,-39760,-6992.363281
-0.618073,-20253,-1.213450,-32768,-39762,-6994.324219
-0.618042,-20252,-1.213510,-32768,-39764,-6996.289063
-0.618011,-20251,-1.213570,-32768,-39766,-6998.250000
-0.617981,-20250,-1.213630,-32768,-39768,-7000.214844
-0.617950,-20249,-1.213690,-32768,-39770,-7002.179688
-0.617920,-20248,-1.213750,-32768,-39772,-7004.144531
-0.617889,-20247,-1.213809,-32768,-39774,-7006.109375
-0.617859,-20246,-1.213869,-32768,-39776,-7008.074219
-0.617828,-20245,-1.213929,-32768,-39778,-7010.039063
-0.617798,-20244,-1.213989,-32768,-39780,-7012.003906
-0.617767,-20243,-1.214049,-32768,-39782,-7013.968750
-0.617737,-20242,-1.214109,-32768,-39784,-7015.933594
-0.617706,-20241,-1.214169,-32768,-39786,-7017.898438
-0.617676,-20240,-1.214229,-32768,-39788,-7019.863281
-0.617645,-20239,-1.214289,-32768,-39790,-7021.828125
-0.617615,-20238,-1.214349,-32768,-39792,-7023.796875
-0.617584,-20237,-1.214409,-32768,-39794,-7025.761719
-0.617554,-20236,-1.214469,-32768,-39796,-7027.730469
-0.617523,-20235,-1.214529,-32768,-39798,-7029.695313
-0.617493,-20234,-1.214589,-32768,-39800,-7031.664063
-0.617462,-20233,-1.214649,-32768,-39802,-7033.628906
-0.617432,-20232,-1.214709,-32768,-39804,-7035.597656
-0.617401,-20231,-1.214769,-32768,-39806,-7037.562500
-0.617371,-20230,-1.214829,-32768,-39808,-7039.531250
-0.617340,-20229,-1.214890,-32768,-39810,-7041.500000
-0.617310,-20228,-1.214950,-32768,-39811,-7043.468750
-0.617279,-20227,-1.215010,-32768,-39813,-7045.437500
-0.617249,-20226,-1.215070,-32768,-39815,-7047.406250
-0.617218,-20225,-1.215130,-32768,-39817,-7049.371094
-0.617188,-20224,-1.215190,-32768,-39819,-7051.339844
-0.617157,-20223,-1.215250,-32768,-39821,-7053.312500
-0.617126,-20222,-1.215310,-32768,-39823,-7055.281250
-0.617096,-20221,-1.215370,-32768,-39825,-7057.250000
-0.617065,-20220,-1.215430,-32768,-39827,-7059.218750
-0.617035,-20219,-1.215490,-32768,-39829,-7061.187500
-0.617004,-20218,-1.215551,-32768,-39831,-7063.160156
-0.616974,-20217,-1.215611,-32768,-39833,-7065.128906
-0.616943,-20216,-1.215671,-32768,-39835,-7067.097656
-0.616913,-20215,-1.215731,-32768,-39837,-7069.070313
-0.616882,-20214,-1.215791,-32768,-39839,-7071.039063
-0.616852,-20213,-1.215851,-32768,-39841,-7073.011719
-0.616821,-20212,-1.215911,-32768,-39843,-7074.984375
-0.616791,-20211,-1.215971,-32768,-39845,-7076.953125
-0.616760,-20210,-1.216032,-32768,-39847,-7078.925781
-0.616730,-20209,-1.216092,-32768,-39849,-7080.898438
-0.616699,-20208,-1.216152,-32768,-39851,-7082.871094
-0.616669,-20207,-1.216212,-32768,-39853,-7084.839844
-0.616638,-20206,-1.216272,-32768,-39855,-7086.812500
-0.616608,-20205,-1.216333,-32768,-39857,-7088.785156
-0.616577,-20204,-1.216393,-32768,-39859,-7090.757813
-0.616547,-20203,-1.216453,-32768,-39861,-7092.730469
-0.616516,-20202,-1.216513,-32768,-39863,-7094.707031
-0.616486,-20201,-1.216573,-32768,-39865,-7096.679688
-0.616455,-20200,-1.216634,-32768,-39867,-7098.652344
-0.616425,-20199,-1.216694,-32768,-39869,-7100.625000
-0.616394,-20198,-1.216754,-32768,-39871,-7102.597656
-0.616364,-20197,-1.216814,-32768,-39873,-7104.574219
-0.616333,-20196,-1.216875,-32768,-39875,-7106.546875
-0.616302,-20195,-1.216935,-32768,-39877,-7108.523438
-0.616272,-20194,-1.216995,-32768,-39878,-7110.496094
-0.616241,-20193,-1.217055,-32768,-39880,-7112.472656
-0.616211,-20192,-1.217116,-32768,-39882,-7114.445313
-0.616180,-20191,-1.217176,-32768,-39884,-7116.421875
-0.616150,-20190,-1.217236,-32768,-39886,-7118.398438
-0.616119,-20189,-1.217297,-32768,-39888,-7120.375000
-0.616089,-20188,-1.217357,-32768,-39890,-7122.347656
-0.616058,-20187,-1.217417,-32768,-39892,-7124.324219
-0.616028,-20186,-1.217477,-32768,-39894,-7126.300781
-0.615997,-20185,-1.217538,-32768,-39896,-7128.277344
-0.615967,-20184,-1.217598,-32768,-39898,-7130.253906
-0.615936,-20183,-1.217658,-32768,-39900,-7132.230469
-0.615906,-20182,-1.217719,-32768,-39902,-7134.207031
-0.615875,-20181,-1.217779,-32768,-39904,-7136.183594
-0.615845,-20180,-1.217839,-32768,-39906,-7138.164063
-0.615814,-20179,-1.217900,-32768,-39908,-7140.140625
-0.615784,-20178,-1.217960,-32768,-39910,-7142.117188
-0.615753,-20177,-1.218021,-32768,-39912,-7144.097656
-0.615723,-20176,-1.218081,-32768,-39914,-7146.074219
-0.615692,-20175,-1.218141,-32768,-39916,-7148.054688
-0.615662,-20174,-1.218202,-32768,-39918,-7150.031250
-0.615631,-20173,-1.218262,-32768,-39920,-7152.011719
-0.615601,-20172,-1.218322,-32768,-39922,-7153.988281
-0.615570,-20171,-1.218383,-32768,-39924,-7155.968750
-0.615540,-20170,-1.218443,-32768,-39926,-7157.949219
-0.615509,-20169,-1.218504,-32768,-39928,-7159.925781
-0.615479,-20168,-1.218564,-32768,-39930,-7161.906250
-0.615448,-20167,-1.218624,-32768,-39932,-7163.886719
-0.615417,-20166,-1.218685,-32768,-39934,-7165.867188
-0.615387,-20165,-1.218745,-32768,-39936,-7167.847656
-0.615356,-20164,-1.218806,-32768,-39938,-7169.828125
-0.615326,-20163,-1.218866,-32768,-39940,-7171.808594
-0.615295,-20162,-1.218927,-32768,-39942,-7173.789063
-0.615265,-20161,-1.218987,-32768,-39944,-7175.769531
-0.615234,-20160,-1.219048,-32768,-39946,-7177.753906
-0.615204,-20159,-1.219108,-32768,-39948,-7179.734375
-0.615173,-20158,-1.219169,-32768,-39950,-7181.714844
-0.615143,-20157,-1.219229,-32768,-39952,-7183.699219
-0.615112,-20156,-1.219290,-32768,-39954,-7185.679688
-0.615082,-20155,-1.219350,-32768,-39956,-7187.660156
-0.615051,-20154,-1.219411,-32768,-39958,-7189.644531
-0.615021,-20153,-1.219471,-32768,-39960,-7191.628906
-0.614990,-20152,-1.219532,-32768,-39962,-7193.609375
-0.614960,-20151,-1.219592,-32768,-39964,-7195.593750
-0.614929,-20150,-1.219653,-32768,-39966,-7197.578125
-0.614899,-20149,-1.219713,-32768,-39968,-7199.558594
-0.614868,-20148,-1.219774,-32768,-39970,-7201.542969
-0.614838,-20147,-1.219834,-32768,-39972,-7203.527344
-0.614807,-20146,-1.219895,-32768,-39974,-7205.511719
-0.614777,-20145,-1.219955,-32768,-39975,-7207.496094
-0.614746,-20144,-1.220016,-32768,-39977,-7209.480469
-0.614716,-20143,-1.220076,-32768,-39979,-7211.464844
-0.614685,-20142,-1.220137,-32768,-39981,-7213.449219
-0.614655,-20141,-1.220198,-32768,-39983,-7215.433594
-0.614624,-20140,-1.220258,-32768,-39985,-7217.421875
-0.614594,-20139,-1.220319,-32768,-39987,-7219.406250
-0.614563,-20138,-1.220379,-32768,-39989,-7221.390625
-0.614532,-20137,-1.220440,-32768,-39991,-7223.378906
-0.614502,-20136,-1.220501,-32768,-39993,-7225.363281
-0.614471,-20135,-1.220561,-32768,-39995,-7227.351563
-0.614441,-20134,-1.220622,-32768,-39997,-7229.335938
-0.614410,-20133,-1.220683,-32768,-39999,-7231.324219
-0.614380,-20132,-1.220743,-32768,-40001,-7233.308594
-0.614349,-20131,-1.220804,-32768,-40003,-7235.296875
-0.614319,-20130,-1.220864,-32768,-40005,-7237.285156
-0.614288,-20129,-1.220925,-32768,-40007,-7239.273438
-0.614258,-20128,-1.220986,-32768,-40009,-7241.257813
-0.614227,-20127,-1.221046,-32768,-40011,-7243.246094
-0.614197,-20126,-1.221107,-32768,-40013,-7245.234375
-0.614166,-20125,-1.221168,-32768,-40015,-7247.222656
-0.614136,-20124,-1.221228,-32768,-40017,-7249.210938
-0.614105,-20123,-1.221289,-32768,-40019,-7251.199219
-0.614075,-20122,-1.221350,-32768,-40021,-7253.187500
-0.614044,-20121,-1.221411,-32768,-40023,-7255.179688
-0.614014,-20120,-1.221471,-32768,-40025,-7257.167969
-0.613983,-20119,-1.221532,-32768,-40027,-7259.156250
-0.613953,-20118,-1.221593,-32768,-40029,-7261.144531
-0.613922,-20117,-1.221653,-32768,-40031,-7263.136719
-0.613892,-20116,-1.221714,-32768,-40033,-7265.125000
-0.613861,-20115,-1.221775,-32768,-40035,-7267.117188
-0.613831,-20114,-1.221835,-32768,-40037,-7269.105469
-0.613800,-20113,-1.221896,-32768,-40039,-7271.097656
-0.613770,-20112,-1.221957,-32768,-40041,-7273.089844
-0.613739,-20111,-1.222018,-32768,-40043,-7275.078125
-0.613708,-20110,-1.222079,-32768,-40045,-7277.070313
-0.613678,-20109,-1.222139,-32768,-40047,-7279.062500
-0.613647,-20108,-1.222200,-32768,-40049,-7281.054688
-0.613617,-20107,-1.222261,-32768,-40051,-7283.046875
-0.613586,-20106,-1.222322,-32768,-40053,-7285.039063
-0.613556,-20105,-1.222383,-32768,-40055,-7287.031250
-0.613525,-20104,-1.222443,-32768,-40057,-7289.023438
-0.613495,-20103,-1.222504,-32768,-40059,-7291.015625
-0.613464,-20102,-1.222565,-32768,-40061,-7293.007813
-0.613434,-20101,-1.222626,-32768,-40063,-7295.000000
-0.613403,-20100,-1.222687,-32768,-40065,-7296.992188
-0.613373,-20099,-1.222747,-32768,-40067,-7298.988281
-0.613342,-20098,-1.222808,-32768,-40069,-7300.980469
-0.613312,-20097,-1.222869,-32768,-40071,-7302.972656
-0.613281,-20096,-1.222930,-32768,-40073,-7304.968750
-0.613251,-20095,-1.222991,-32768,-40075,-7306.960938
-0.613220,-20094,-1.223052,-32768,-40077,-7308.957031
-0.613190,-20093,-1.223113,-32768,-40079,-7310.953125
-0.613159,-20092,-1.223173,-32768,-40081,-7312.945313
-0.613129,-20091,-1.223234,-32768,-40083,-7314.941406
-0.613098,-20090,-1.223295,-32768,-40085,-7316.937500
-0.613068,-20089,-1.223356,-32768,-40087,-7318.929688
-0.613037,-20088,-1.223417,-32768,-40089,-7320.925781
-0.613007,-20087,-1.223478,-32768,-40091,-7322.921875
-0.612976,-20086,-1.223539,-32768,-40093,-7324.917969
-0.612946,-20085,-1.223600,-32768,-40095,-7326.914063
-0.612915,-20084,-1.223661,-32768,-40097,-7328.910156
-0.612885,-20083,-1.223722,-32768,-40099,-7330.906250
-0.612854,-20082,-1.223783,-32768,-40101,-7332.906250
-0.612823,-20081,-1.223843,-32768,-40103,-7334.902344
-0.612793,-20080,-1.223904,-32768,-40105,-7336.898438
-0.612762,-20079,-1.223965,-32768,-40107,-7338.894531
-0.612732,-20078,-1.224026,-32768,-40109,-7340.894531
-0.612701,-20077,-1.224087,-32768,-40111,-7342.890625
-0.612671,-20076,-1.224148,-32768,-40113,-7344.890625
-0.612640,-20075,-1.224209,-32768,-40115,-7346.886719
-0.612610,-20074,-1.224270,-32768,-40117,-7348.886719
-0.612579,-20073,-1.224331,-32768,-40119,-7350.882813
-0.612549,-20072,-1.224392,-32768,-40121,-7352.882813
-0.612518,-20071,-1.224453,-32768,-40123,-7354.882813
-0.612488,-20070,-1.224514,-32768,-40125,-7356.882813
-0.612457,-20069,-1.224575,-32768,-40127,-7358.878906
-0.612427,-20068,-1.224636,-32768,-40129,-7360.878906
-0.612396,-20067,-1.224697,-32768,-40131,-7362.878906
-0.612366,-20066,-1.224758,-32768,-40133,-7364.878906
-0.612335,-20065,-1.224819,-32768,-40135,-7366.878906
-0.612305,-20064,-1.224880,-32768,-40137,-7368.878906
-0.612274,-20063,-1.224941,-32768,-40139,-7370.882813
-0.612244,-20062,-1.225003,-32768,-40141,-7372.882813
-0.612213,-20061,-1.225064,-32768,-40143,-7374.882813
-0.612183,-20060,-1.225125,-32768,-40145,-7376.882813
-0.612152,-20059,-1.225186,-32768,-40147,-7378.886719
-0.612122,-20058,-1.225247,-32768,-40149,-7380.886719
-0.612091,-20057,-1.225308,-32768,-40151,-7382.886719
-0.612061,-20056,-1.225369,-32768,-40153,-7384.890625
-0.612030,-20055,-1.225430,-32768,-40155,-7386.890625
-0.612000,-20054,-1.225491,-32768,-40157,-7388.894531
-0.611969,-20053,-1.225552,-32768,-40159,-7390.898438
-0.611938,-20052,-1.225613,-32768,-40161,-7392.898438
-0.611908,-20051,-1.225675,-32768,-40163,-7394.902344
-0.611877,-20050,-1.225736,-32768,-40165,-7396.906250
-0.611847,-20049,-1.225797,-32768,-40167,-7398.910156
-0.611816,-20048,-1.225858,-32768,-40169,-7400.914063
-0.611786,-20047,-1.225919,-32768,-40171,-7402.917969
-0.611755,-20046,-1.225980,-32768,-40173,-7404.921875
-0.611725,-20045,-1.226041,-32768,-40175,-7406.925781
-0.611694,-20044,-1.226103,-32768,-40177,-7408.929688
-0.611664,-20043,-1.226164,-32768,-40179,-7410.933594
-0.611633,-20042,-1.226225,-32768,-40181,-7412.937500
-0.611603,-20041,-1.226286,-32768,-40183,-7414.945313
-0.611572,-20040,-1.226347,-32768,-40185,-7416.949219
-0.611542,-20039,-1.226408,-32768,-40187,-7418.953125
-0.611511,-20038,-1.226470,-32768,-40189,-7420.960938
-0.611481,-20037,-1.226531,-32768,-40191,-7422.964844
-0.611450,-20036,-1.226592,-32768,-40193,-7424.972656
-0.611420,-20035,-1.226653,-32768,-40195,-7426.976563
-0.611389,-20034,-1.226715,-32768,-40197,-7428.984375
-0.611359,-20033,-1.226776,-32768,-40199,-7430.988281
-0.611328,-20032,-1.226837,-32768,-40201,-7432.996094
-0.611298,-20031,-1.226898,-32768,-40203,-7435.003906
-0.611267,-20030,-1.226960,-32768,-40205,-7437.011719
-0.611237,-20029,-1.227021,-32768,-40207,-7439.019531
-0.611206,-20028,-1.227082,-32768,-40209,-7441.027344
-0.611176,-20027,-1.227143,-32768,-40211,-7443.035156
-0.611145,-20026,-1.227205,-32768,-40213,-7445.042969
-0.611115,-20025,-1.227266,-32768,-40215,-7447.050781
-0.611084,-20024,-1.227327,-32768,-40217,-7449.058594
-0.611053,-20023,-1.227389,-32768,-40219,-7451.066406
-0.611023,-20022,-1.227450,-32768,-40221,-7453.074219
-0.610992,-20021,-1.227511,-32768,-40223,-7455.085938
-0.610962,-20020,-1.227572,-32768,-40225,-7457.093750
-0.610931,-20019,-1.227634,-32768,-40227,-7459.101563
-0.610901,-20018,-1.227695,-32768,-40229,-7461.113281
-0.610870,-20017,-1.227756,-32768,-40231,-7463.121094
-0.610840,-20016,-1.227818,-32768,-40233,-7465.132813
-0.610809,-20015,-1.227879,-32768,-40235,-7467.140625
-0.610779,-20014,-1.227940,-32768,-40237,-7469.152344
-0.610748,-20013,-1.228002,-32768,-40239,-7471.164063
-0.610718,-20012,-1.228063,-32768,-40241,-7473.171875
-0.610687,-20011,-1.228124,-32768,-40243,-7475.183594
-0.610657,-20010,-1.228186,-32768,-40245,-7477.195313
-0.610626,-20009,-1.228247,-32768,-40247,-7479.207031
-0.610596,-20008,-1.228309,-32768,-40249,-7481.218750
-0.610565,-20007,-1.228370,-32768,-40251,-7483.230469
-0.610535,-20006,-1.228431,-32768,-40253,-7485.242188
-0.610504,-20005,-1.228493,-32768,-40255,-7487.253906
-0.610474,-20004,-1.228554,-32768,-40257,-7489.265625
-0.610443,-20003,-1.228616,-32768,-40259,-7491.281250
-0.610413,-20002,-1.228677,-32768,-40261,-7493.292969
-0.610382,-20001,-1.228739,-32768,-40263,-7495.304688
-0.610352,-20000,-1.228800,-32768,-40265,-7497.320313
-0.610321,-19999,-1.228861,-32768,-40267,-7499.332031
-0.610291,-19998,-1.228923,-32768,-40269,-7501.343750
-0.610260,-19997,-1.228984,-32768,-40271,-7503.359375
-0.610229,-19996,-1.229046,-32768,-40273,-7505.375000
-0.610199,-19995,-1.229107,-32768,-40275,-7507.386719
-0.610168,-19994,-1.229169,-32768,-40277,-7509.402344
-0.610138,-19993,-1.229230,-32768,-40279,-7511.417969
-0.610107,-19992,-1.229292,-32768,-40281,-7513.429688
-0.610077,-19991,-1.229353,-32768,-40283,-7515.445313
-0.610046,-19990,-1.229415,-32768,-40285,-7517.460938
-0.610016,-19989,-1.229476,-32768,-40287,-7519.476563
-0.609985,-19988,-1.229538,-32768,-40289,-7521.492188
-0.609955,-19987,-1.229599,-32768,-40292,-7523.507813
-0.609924,-19986,-1.229661,-32768,-40294,-7525.523438
-0.609894,-19985,-1.229722,-32768,-40296,-7527.539063
-0.609863,-19984,-1.229784,-32768,-40298,-7529.554688
-0.609833,-19983,-1.229845,-32768,-40300,-7531.574219
-0.609802,-19982,-1.229907,-32768,-40302,-7533.589844
-0.609772,-19981,-1.229968,-32768,-40304,-7535.605469
-0.609741,-19980,-1.230030,-32768,-40306,-7537.625000
-0.609711,-19979,-1.230092,-32768,-40308,-7539.640625
-0.609680,-19978,-1.230153,-32768,-40310,-7541.660156
-0.609650,-19977,-1.230215,-32768,-40312,-7543.675781
-0.609619,-19976,-1.230276,-32768,-40314,-7545.695313
-0.609589,-19975,-1.230338,-32768,-40316,-7547.714844
-0.609558,-19974,-1.230399,-32768,-40318,-7549.730469
-0.609528,-19973,-1.230461,-32768,-40320,-7551.750000
-0.609497,-19972,-1.230523,-32768,-40322,-7553.769531
-0.609467,-19971,-1.230584,-32768,-40324,-7555.789063
-0.609436,-19970,-1.230646,-32768,-40326,-7557.808594
-0.609406,-19969,-1.230708,-32768,-40328,-7559.828125
-0.609375,-19968,-1.230769,-32768,-40330,-7561.847656
-0.609344,-19967,-1.230831,-32768,-40332,-7563.867188
-0.609314,-19966,-1.230893,-32768,-40334,-7565.886719
-0.609283,-19965,-1.230954,-32768,-40336,-7567.906250
-0.609253,-19964,-1.231016,-32768,-40338,-7569.925781
-0.609222,-19963,-1.231078,-32768,-40340,-7571.949219
-0.609192,-19962,-1.231139,-32768,-40342,-7573.968750
-0.609161,-19961,-1.231201,-32768,-40344,-7575.988281
-0.609131,-19960,-1.231263,-32768,-40346,-7578.011719
-0.609100,-19959,-1.231324,-32768,-40348,-7580.031250
-0.609070,-19958,-1.231386,-32768,-40350,-7582.054688
-0.609039,-19957,-1.231448,-32768,-40352,-7584.074219
-0.609009,-19956,-1.231509,-32768,-40354,-7586.097656
-0.608978,-19955,-1.231571,-32768,-40356,-7588.121094
